pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set,[sentence_A, sentence_B]
466,A man is performing a trick on a green bicycle,There is no man performing a trick on a green bicycle,CONTRADICTION,4.8,A_contradicts_B,B_contradicts_A,A man performs a stoppie trick on his BMX green bicycle with no hands.,A man performs a stoppie trick on his BMX green bicycle with no hands.,FLICKR,FLICKR,TEST,[There, no]
474,There is no child holding a squirt gun,A child is holding a squirt gun,CONTRADICTION,3.035,A_contradicts_B,B_contradicts_A,A child with a squirt gun.,A child with a squirt gun.,FLICKR,FLICKR,TEST,[There, no]
503,A man isn't sitting comfortably at the table,A man is sitting comfortably at a table,CONTRADICTION,3.45,A_contradicts_B,B_contradicts_A,A man sits at a table.,A man sits at a table.,FLICKR,FLICKR,TEST,[isn't, is]
506,A man wearing a dyed black shirt is sitting at the table and laughing,There is no man wearing a shirt dyed black sitting at the table and laughing,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A man wearing a black shirt laughs while sitting at the table.,A man wearing a black shirt laughs while sitting at the table.,FLICKR,FLICKR,TRAIN,[There, no]
519,The woman wearing silver pants pink bellbottoms and a pink scarf isn't riding a bike,The woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,A woman with silver pants and pink bellbottoms and a pink scarf riding her bike by a fence with a buildings in the background.,A woman with silver pants and pink bellbottoms and a pink scarf riding her bike by a fence with a buildings in the background.,FLICKR,FLICKR,TEST,[isn't, is]
542,The man in a grey t-shirt is sitting on a rock in front of the waterfall,There is no man in a grey t-shirt sitting on a rock in front of the waterfall,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,a man in a grey shirt is sitting on a rock in front of a waterfall.,a man in a grey shirt is sitting on a rock in front of a waterfall.,FLICKR,FLICKR,TRAIN,[There, no]
584,The children aren't playing in front of a large door,The children are playing in front of a large door,CONTRADICTION,4.3,A_contradicts_B,B_contradicts_A,Children play in front of a large door.,Children play in front of a large door.,FLICKR,FLICKR,TEST,[aren't, are]
594,There is no black red white and pink dress being worn by a woman,A black red white and pink dress is being worn by a woman,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,a woman wearing a black red white and pink dress,a woman wearing a black red white and pink dress,FLICKR,FLICKR,TEST,[There, no]
604,A young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,There is no young lady with light brown hair wearing a red necklace a sweatshirt and earrings and smiling,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A young woman with light brown hair wearing a red beaded neclace a Gonzaga sweatshirt and earrings stands smiling.,A young woman with light brown hair wearing a red beaded neclace a Gonzaga sweatshirt and earrings stands smiling.,FLICKR,FLICKR,TRAIN,[There, no]
653,A young boy isn't climbing a wall made of rock,The young boy is climbing the wall made of rock,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,a young boy climbs the rock wall.,a young boy climbs the rock wall.,FLICKR,FLICKR,TRAIN,[isn't, is]
668,The cyclist is performing a trick in the air,The cyclist isn't performing a trick in the air,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A male doing a bicycle trick in midair.,A male doing a bicycle trick in midair.,FLICKR,FLICKR,TRAIN,[is, isn't]
717,A few men in a competition are running outside,A few men in a competition are running indoors,CONTRADICTION,3.9,A_contradicts_B,B_contradicts_A,Two men running outside in a competition.,Two men running outside in a competition.,FLICKR,FLICKR,TRIAL,[outside, indoors]
727,A man with a camera is studying the subject,There is no man with a camera studying the subject,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A man with a camera studies his work.,A man with a camera studies his work.,FLICKR,FLICKR,TRAIN,[There, no]
730,The man in the purple hat isn't operating a camera that makes videos,The man in the purple hat is operating a camera that makes videos,CONTRADICTION,3.4,A_contradicts_B,B_contradicts_A,The man in the purple hat is operating a video camera.,The man in the purple hat is operating a video camera.,FLICKR,FLICKR,TRAIN,[isn't, is]
753,The presentation isn't being watched by a classroom of students,The presentation is being watched by a classroom of students,CONTRADICTION,4.4,A_contradicts_B,B_contradicts_A,A classroom of students watching a presentation.,A classroom of students watching a presentation.,FLICKR,FLICKR,TEST,[isn't, is]
782,A dog is excitedly playing with water in the grass,There is no dog excitedly playing with water in the grass,CONTRADICTION,3.75,A_contradicts_B,B_contradicts_A,A German shepherd playing with water in the grass.,A German shepherd playing with water in the grass.,FLICKR,FLICKR,TEST,[There, no]
785,The dog is snapping at some droplets of water,The dog isn't snapping at some droplets of water,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,German Shepard standing up snapping at droplets of water,German Shepard standing up snapping at droplets of water,FLICKR,FLICKR,TRAIN,[is, isn't]
831,There is no little kid playing football and falling into the grass,The little kid is playing football and falling into the grass,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,The little boy fell face first into the grass while playing football.,The little boy fell face first into the grass while playing football.,FLICKR,FLICKR,TRAIN,[There, no]
881,The girl in the blue and white uniform isn't cheering,The girl in the blue and white uniform is cheering,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,Girl in blue and white uniform doing cheers,Girl in blue and white uniform doing cheers,FLICKR,FLICKR,TRAIN,[isn't, is]
913,A woman is being kissed by a man,There is no woman being kissed by a man,CONTRADICTION,4.2,A_contradicts_B,B_contradicts_A,a man is kissing a woman.,a man is kissing a woman.,FLICKR,FLICKR,TRIAL,[There, no]
990,The man and the boy are standing at the bottom of the stairs which are outdoors,The man and the boy are standing at the top of the stairs which are outdoors,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,The man and the boy are standing at the bottom of the outdoor stairs.,The man and the boy are standing at the bottom of the outdoor stairs.,FLICKR,FLICKR,TEST,[bottom, top]
1002,There is no boy standing in front of the blue building in the space reserved for handicapped people,A boy is standing in front of the blue building in the space reserved for handicapped people,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,An African American boy stands in front of a blue building in the handicapped space.,An African American boy stands in front of a blue building in the handicapped space.,FLICKR,FLICKR,TRAIN,[There, no]
1022,A woman is wearing sunglasses of large size and is holding newspapers in both hands,There is no woman wearing sunglasses of large size and holding newspapers in both hands,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A woman wearing large sunglasses holds newspapers in both hands.,A woman wearing large sunglasses holds newspapers in both hands.,FLICKR,FLICKR,TRAIN,[There, no]
1036,The snowboarder isn't leaping over white snow,The snowboarder is leaping over white snow,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A snowboarder launches into the air over white snow,A snowboarder launches into the air over white snow,FLICKR,FLICKR,TEST,[isn't, is]
1059,The person isn't riding a motorbike on a sandy track,The person is riding a motorbike on a sandy track,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A person riding the number 157 dirt bike on a sandy track.,A person riding the number 157 dirt bike on a sandy track.,FLICKR,FLICKR,TEST,[isn't, is]
1062,A person is riding a motorbike in the event related to motocross,There is no person riding a motorbike in the event related to motocross,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A person rides a motorbike in a motorcrossing event.,A person rides a motorbike in a motorcrossing event.,FLICKR,FLICKR,TEST,[There, no]
1074,The young girl with a pink shirt is peacefully lying on the grass,The young girl with a pink shirt isn't peacefully lying on the grass,CONTRADICTION,4.5,A_contradicts_B,B_contradicts_A,A close-up of a young girl with a pink shirt laying on grass.,A close-up of a young girl with a pink shirt laying on grass.,FLICKR,FLICKR,TRAIN,[is, isn't]
1083,There is no large dog running on the grass with a tennis ball in its mouth,A large dog is running on the grass with a tennis ball in its mouth,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A large dog running on grass with a tennis ball in his mouth.,A large dog running on grass with a tennis ball in his mouth.,FLICKR,FLICKR,TRAIN,[There, no]
1099,There is no woman riding a horse,A woman is riding a horse,CONTRADICTION,2.8,A_contradicts_B,B_contradicts_A,A woman is riding a horse.,A woman is riding a horse.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1110,There is no man singing and playing the guitar,A man is singing and playing the guitar,CONTRADICTION,2.6,A_contradicts_B,B_contradicts_A,A man is playing the guitar and singing.,A man is playing the guitar and singing.,SEMEVAL,SEMEVAL,TEST,[There, no]
1122,There is no dog riding a skateboard,A dog is riding a skateboard,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A dog is riding a skateboard.,A dog rides a skateboard.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1130,The turtle is following the fish,The turtle isn't following the fish,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,The turtle followed the fish.,The turtle followed the fish.,SEMEVAL,SEMEVAL,TEST,[is, isn't]
1140,There is no man driving the car,A man is driving a car,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A man is driving a car.,A man is driving a car.,SEMEVAL,SEMEVAL,TEST,[There, no]
1142,There is no woman dipping a shrimp in batter,A woman is dipping a shrimp in batter,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,A woman dips a shrimp in batter.,A woman dips a shrimp in batter.,SEMEVAL,SEMEVAL,TEST,[There, no]
1149,There is no man playing a guitar,A man is playing a guitar,CONTRADICTION,2.8,A_contradicts_B,B_contradicts_A,A man is playing a guitar.,A man is playing a guitar.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1151,A man is playing a piano,There is no man playing a piano,CONTRADICTION,3.9,A_contradicts_B,B_contradicts_A,A man is playing a piano.,A man is playing a piano.,SEMEVAL,SEMEVAL,TEST,[There, no]
1167,There is no woman slicing a carrot,A woman is slicing a carrot,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,A woman is slicing carrot.,A woman is slicing carrot.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1169,There is no woman slicing a potato,A woman is slicing a potato,CONTRADICTION,3.9,A_contradicts_B,B_contradicts_A,A woman is slicing a potato.,A woman is slicing a potato.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1178,A woman is combing her hair,There is no woman combing her hair,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A woman is combing her hair.,A woman is combing her hair.,SEMEVAL,SEMEVAL,TRIAL,[There, no]
1194,A man is speaking on a podium,There is no man speaking on a podium,CONTRADICTION,3,A_contradicts_B,B_contradicts_A,A man is speaking at a podium.,A man is speaking at a podium.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1197,A man is speaking on a stage,There is no man speaking on a stage,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A man is speaking on a stage.,A man is speaking on a stage.,SEMEVAL,SEMEVAL,TEST,[There, no]
1216,There is no monkey wading through a marsh,A monkey is wading through a marsh,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A monkey is wading across a marsh.,A monkey is wading across a marsh.,SEMEVAL,SEMEVAL,TEST,[There, no]
1225,A man is slicing a bun,There is no man slicing a bun,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A man is slicing a bun.,A man is slicing a bun.,SEMEVAL,SEMEVAL,TEST,[There, no]
1227,A man is slicing a tomato,There is no man slicing a tomato,CONTRADICTION,3.3,A_contradicts_B,B_contradicts_A,A man is slicing a tomato.,A man is slicing a tomato.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1234,A woman is dancing and singing in the rain,There is no woman dancing and singing in the rain,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A woman is dancing and singing in the rain.,A woman is dancing and singing in the rain.,SEMEVAL,SEMEVAL,TEST,[There, no]
1243,A woman is peeling a potato,There is no woman peeling a potato,CONTRADICTION,3.4,A_contradicts_B,B_contradicts_A,A woman is peeling a potato.,A woman is peeling a potato.,SEMEVAL,SEMEVAL,TEST,[There, no]
1245,A woman is slicing a tomato,There is no woman slicing a tomato,CONTRADICTION,3.065,A_contradicts_B,B_contradicts_A,A woman is slicing a tomato.,A woman is slicing a tomato.,SEMEVAL,SEMEVAL,TEST,[There, no]
1252,There is no woman mixing eggs,A woman is mixing eggs,CONTRADICTION,3.1,A_contradicts_B,B_contradicts_A,A woman is mixing eggs.,A woman is mixing eggs.,SEMEVAL,SEMEVAL,TEST,[There, no]
1270,There is no man mixing,A man is mixing,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A man is mixing.,A man is mixing.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1279,A man is sitting,A man is dancing,CONTRADICTION,2.7,A_contradicts_B,B_contradicts_A,A man is dancing.,A man is dancing.,SEMEVAL,SEMEVAL,TEST,[sitting, dancing]
1281,There is no man walking outside,A man is walking outside,CONTRADICTION,4.6,A_contradicts_B,B_contradicts_A,A man is walking outside.,A man is walking outside.,SEMEVAL,SEMEVAL,TEST,[There, no]
1288,There is no cat swinging on a fan,A cat is swinging on a fan,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A cat is swinging on a fan.,A cat is swinging on a fan.,SEMEVAL,SEMEVAL,TEST,[There, no]
1297,A man is playing flute,There is no man playing flute,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A man is playing flute.,A man is playing flute.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1300,There is no man playing soccer,A man is playing soccer,CONTRADICTION,4.8,A_contradicts_B,B_contradicts_A,A man is playing soccer.,A man is playing soccer.,SEMEVAL,SEMEVAL,TEST,[There, no]
1310,There is no man frying a tortilla,A man is frying a tortilla,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A man is frying a tortilla.,A man is frying a tortilla.,SEMEVAL,SEMEVAL,TEST,[There, no]
1312,A person is performing a card trick,Nobody is performing a card trick,CONTRADICTION,3.1,A_contradicts_B,B_contradicts_A,A person is performing a card trick.,A person is performing a card trick.,SEMEVAL,SEMEVAL,TEST,[person, Nobody]
1332,The lady isn't measuring the ankle of another woman,The lady is measuring the ankle of another woman,CONTRADICTION,3,A_contradicts_B,B_contradicts_A,The lady measured the other woman's ankle.,The lady measured the other woman's ankle.,SEMEVAL,SEMEVAL,TEST,[isn't, is]
1341,There is no man making a phone call,A man is making a phone call,CONTRADICTION,3.4,A_contradicts_B,B_contradicts_A,A man is making a phone call.,A man is making a phone call.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1350,There is no dog rolling from side to side,A dog is rolling from side to side,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A dog is rolling from side to side.,A dog is rolling from side to side.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1379,Nobody is rinsing a steak with water,A person is rinsing a steak with water,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,A person is rinsing a steak off with water.,A person is rinsing a steak off with water.,SEMEVAL,SEMEVAL,TRAIN,[Nobody, person]
1397,There is no man screaming,A man is screaming,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,A man is screaming.,A man is screaming.,SEMEVAL,SEMEVAL,TEST,[There, no]
1433,There is no man playing a keyboard,A man is playing a keyboard,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A man is playing on his keyboard.,A man is playing on his keyboard.,SEMEVAL,SEMEVAL,TEST,[There, no]
1440,A man is spitting,There is no man spitting,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,A man is spitting.,A man is spitting.,SEMEVAL,SEMEVAL,TEST,[There, no]
1451,A woman is slicing meat with a knife,There is no woman slicing meat with a knife,CONTRADICTION,4.6,A_contradicts_B,B_contradicts_A,A woman is slicing meat with a knife.,A woman is slicing meat with a knife.,SEMEVAL,SEMEVAL,TEST,[There, no]
1467,Three men are jumping on a wall,Three men are jumping off a wall,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,Three men are jumping off a wall.,Three men are jumping off a wall.,SEMEVAL,SEMEVAL,TRAIN,[on, off]
1480,A deer is jumping over a cyclone fence,The deer is not jumping over the fence,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A deer jumps over a cyclone fence.,The deer jumped over the fence.,SEMEVAL,SEMEVAL,TRAIN,[cyclone, not]
1494,There is no man playing guitar,A man is playing guitar,CONTRADICTION,4.3,A_contradicts_B,B_contradicts_A,A man is playing guitar.,A man is playing guitar.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1496,A man is playing a guitar,There is no man playing a guitar,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A man plays a guitar.,A man plays a guitar.,SEMEVAL,SEMEVAL,TEST,[There, no]
1498,A man is playing guitar,There is no man playing a guitar,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,A man is playing guitar.,A man plays a guitar.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1500,There is no man playing guitar,A man is playing a guitar,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A man plays a guitar.,A man is playing guitar.,SEMEVAL,SEMEVAL,TEST,[There, no]
1503,Three boys in karate costumes aren't fighting,Three boys in karate costumes are fighting,CONTRADICTION,3.3,A_contradicts_B,B_contradicts_A,Three boys in karate costumes are fighting.,Three boys in karate costumes are fighting.,SEMEVAL,SEMEVAL,TRIAL,[aren't, are]
1514,Two men are playing table football,Two men are playing table tennis,CONTRADICTION,2.8,A_contradicts_B,B_contradicts_A,Two men are playing table tennis.,Two men are playing table tennis.,SEMEVAL,SEMEVAL,TRAIN,[football, tennis]
1521,There is no woman cutting broccoli,A woman is cutting broccoli,CONTRADICTION,3.4,A_contradicts_B,B_contradicts_A,A woman is cutting broccoli.,A woman is cutting broccoli.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1539,A cat is playing a keyboard,There is no cat playing a keyboard,CONTRADICTION,3.9,A_contradicts_B,B_contradicts_A,A cat is playing a key board.,A cat is playing a key board.,SEMEVAL,SEMEVAL,TEST,[There, no]
1541,A man is playing two keyboards,There is no man playing two keyboards,CONTRADICTION,2.4,A_contradicts_B,B_contradicts_A,A man is playing two keyboards.,A man is playing two keyboards.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1566,A man is playing the guitar,There is no man playing the guitar,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A man is playing a guitar.,A man is playing a guitar.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1579,The badger isn't burrowing a hole,The badger is burrowing a hole,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,A badger is burrowing a hole.,A badger is burrowing a hole.,SEMEVAL,SEMEVAL,TEST,[isn't, is]
1581,There is no badger shrewdly digging the earth,A badger is shrewdly digging the earth,CONTRADICTION,3.9,A_contradicts_B,B_contradicts_A,A badger is digging the earth.,A badger is digging the earth.,SEMEVAL,SEMEVAL,TEST,[There, no]
1588,A man is pouring liquid into a pot,There is no man pouring liquid into a pot,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A man pours liquid into a pan.,A man pours liquid into a pan.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1599,The man is operating a stenograph,The man isn't operating a stenograph,CONTRADICTION,3.3,A_contradicts_B,B_contradicts_A,the man used a stenograph.,the man used a stenograph.,SEMEVAL,SEMEVAL,TRAIN,[is, isn't]
1611,The man isn't cautiously feeding a mouse to the snake,The man is cautiously feeding a mouse to the snake,CONTRADICTION,2.7,A_contradicts_B,B_contradicts_A,The man is feeding a mouse to the snake.,The man is feeding a mouse to the snake.,SEMEVAL,SEMEVAL,TEST,[isn't, is]
1621,The man isn't playing the piano,The man is playing a piano,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A man is playing a keyboard.,A man is playing a keyboard.,SEMEVAL,SEMEVAL,TRAIN,[isn't, is]
1641,The girl is recklessly jumping onto a car,The girl isn't jumping onto the car recklessly,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A girl is jumping onto a car.,A girl is jumping onto a car.,SEMEVAL,SEMEVAL,TRAIN,[is, isn't]
1657,The potato is being peeled by a woman,The potato isn't being peeled by a woman,CONTRADICTION,3.2,A_contradicts_B,B_contradicts_A,A woman peels a potato.,A woman peels a potato.,SEMEVAL,SEMEVAL,TRAIN,[is, isn't]
1668,The guitar is being played by the man,The guitar is being played by nobody,CONTRADICTION,3.9,A_contradicts_B,B_contradicts_A,The man is playing the guitar.,The man is playing the guitar.,SEMEVAL,SEMEVAL,TRAIN,[man, nobody]
1681,There is no man pouring some oil on the tomatoes,The man is pouring some oil on the tomatoes,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,The man poured oil on the cut tomatoes.,The man poured oil on the cut tomatoes.,SEMEVAL,SEMEVAL,TEST,[There, no]
1691,There is no milk being drunk by a cat,The milk is being drunk by a cat,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A cat is drinking milk.,A cat is drinking milk.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1704,A man is emptying a container made of plastic,A man is filling a container made of plastic,CONTRADICTION,3.4,A_contradicts_B,B_contradicts_A,A man is emptying a plastic container.,A man is emptying a plastic container.,SEMEVAL,SEMEVAL,TEST,[emptying, filling]
1713,A man is slicing an onion,There is no man slicing an onion,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A man cuts an onion.,A man cuts an onion.,SEMEVAL,SEMEVAL,TEST,[There, no]
1716,No onion is being cut by a man,An onion is being cut by a man,CONTRADICTION,3.1,A_contradicts_B,B_contradicts_A,A man is cutting an onion.,A man is cutting an onion.,SEMEVAL,SEMEVAL,TRAIN,[No, An]
1724,A man is recklessly riding a horse,There is no man recklessly riding a horse,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,A man is riding on a horse.,A man is riding on a horse.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
1726,The elephant is being ridden by the woman,The elephant isn't being ridden by the woman,CONTRADICTION,2.9,A_contradicts_B,B_contradicts_A,A woman is riding an elephant.,A woman is riding an elephant.,SEMEVAL,SEMEVAL,TEST,[is, isn't]
1744,A man is pushing the buttons of a microwave,There is no man is pushing the buttons of a microwave,CONTRADICTION,3.1,A_contradicts_B,B_contradicts_A,A man is pressing microwave buttons.,A man is pressing microwave buttons.,SEMEVAL,SEMEVAL,TEST,[There, no]
1747,One man is turning on the microwave,One man is turning off the microwave,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,A man turns on the microwave.,A man turns on the microwave.,SEMEVAL,SEMEVAL,TRAIN,[on, off]
1766,The boy isn't playing the piano happily,A boy is happily playing the piano,CONTRADICTION,3.8,A_contradicts_B,B_contradicts_A,A boy is playing the piano.,A boy is playing the piano.,SEMEVAL,SEMEVAL,TRAIN,[isn't, is]
1769,A piano is being played by a man,A piano isn't being played by a man,CONTRADICTION,3.3,A_contradicts_B,B_contradicts_A,A man is playing a piano.,A man is playing a piano.,SEMEVAL,SEMEVAL,TEST,[is, isn't]
1790,There is no lion pacing tiredly in a pen,A lion is pacing tiredly in a pen,CONTRADICTION,3.6,A_contradicts_B,B_contradicts_A,A lion is pacing in a pen.,A lion is pacing in a pen.,SEMEVAL,SEMEVAL,TEST,[There, no]
1803,A flute is being played by a man,A flute isn't being played by a man,CONTRADICTION,4.3,A_contradicts_B,B_contradicts_A,A man is playing a flute.,A man is playing a flute.,SEMEVAL,SEMEVAL,TEST,[is, isn't]
1805,There is no man playing the guitar loudly,A man is playing the guitar loudly,CONTRADICTION,4,A_contradicts_B,B_contradicts_A,A man playing the guitar.,A man playing the guitar.,SEMEVAL,SEMEVAL,TEST,[There, no]
1817,There is no cook slicing some bell peppers,A cook is slicing some bell peppers,CONTRADICTION,4.15,A_contradicts_B,B_contradicts_A,The cook is slicing bell peppers.,The cook is slicing bell peppers.,SEMEVAL,SEMEVAL,TEST,[There, no]
1830,Tofu is being sliced by a woman,Tofu isn't being sliced by a woman,CONTRADICTION,3.5,A_contradicts_B,B_contradicts_A,A woman is slicing tofu.,A woman is slicing tofu.,SEMEVAL,SEMEVAL,TRAIN,[is, isn't]
1863,A parrot is speaking,There is no parrot speaking,CONTRADICTION,3.7,A_contradicts_B,B_contradicts_A,A parrot is talking into a microphone.,A parrot is talking into a microphone.,SEMEVAL,SEMEVAL,TEST,[There, no]
1876,The food on the trays isn't being eaten by the kittens,The food on the trays is being eaten by the kittens,CONTRADICTION,3.3,A_contradicts_B,B_contradicts_A,Kittens are eating food on trays.,Kittens are eating food on trays.,SEMEVAL,SEMEVAL,TRAIN,[isn't, is]
1886,A person is singing and playing the guitar,There is no person singing and playing the guitar,CONTRADICTION,4.1,A_contradicts_B,B_contradicts_A,A man is playing a guitar.,A man is playing a guitar.,SEMEVAL,SEMEVAL,TRAIN,[There, no]
